product_name,product_price,product_date,product_site,product_url
"Placa de Vídeo Afox NVidia GeForce GTX 1650, 4GB, GDDR6, 128bits, AF1650-4096D6H3-V3",1299.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/21975/placa-de-video-afox-nvidia-geforce-gtx-1650-4gb-gddr6-128bits-af1650-4096d6h3-v3
"Placa de Vídeo Afox GeForce GT 240, 1GB, DDR3, AF240-1024D3L2",259.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/21620/placa-de-video-afox-geforce-gt-240-1gb-ddr3-af240-1024d3l2
"Placa de Vídeo MSI NVIDIA GeForce RTX 3050 VENTUS 2X OC, LHR, 8GB GDDR6, DLSS, Ray Tracing, 912-V397-419",1899.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/20440/placa-de-video-msi-geforce-rtx-3050-ventus-2x-oc-lhr-8gb-gddr6-dlss-ray-tracing-912-v397-419
"Placa de Vídeo Colorful NVIDIA GeForce RTX 2060 SUPER NB 8G-V, 8GB, GDDR6, DLSS, Ray Tracing",1999.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/19964/placa-de-video-colorful-geforce-rtx-2060-super-nb-8g-v-8gb-gddr6-dlss-ray-tracing
"Placa de Vídeo Leadtek, GeForce, GTX 1650 LP, OC, Dual, 4GB, GDDR6, 128Bit, LT GTX 1650 D6 LP",1389.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/19141/placa-de-video-leadtek-geforce-gtx-1650-lp-oc-dual-4gb-gddr6-128bit-gtx-1650-ddr6-lp
"Placa de Vídeo Asus, TUF Gaming GeForce, GTX 1650 OC Dual, 4GB, GDDR6, 128Bit, TUF-GTX1650-O4GD6-GAMING",1379.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17589/placa-de-video-asus-tuf-gaming-geforce-gtx-1650-oc-dual-4gb-gddr6-128bit-tuf-gtx1650-o4gd6-gaming
"Placa de Vídeo Asus Phoenix NVIDIA GeForce GTX 1650 OC, 4GB GDDR6, 128bit, PH-GTX1650-O4GD6",1259.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17591/placa-de-video-asus-phoenix-geforce-gtx-1650-oc-4gb-gddr6-128bit-ph-gtx1650-o4gd6
"Placa de Vídeo Palit NVIDIA GeForce GTX 1650 GP, 4GB, GDDR6, 128bit, NE6165001BG1-1175A",1299.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17606/placa-de-video-palit-nvidia-geforce-gtx-1650-gp-4gb-gddr5-128bit-ne6165001bg1-1175a
"Placa de Vídeo Palit NVIDIA GeForce GTX 1660 Super StormX, 6GB, GDDR6, 192bit, NE6166S018J9-161F",1599.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17607/placa-de-video-palit-nvidia-geforce-gtx-1660-super-stormx-6gb-gddr6-192bit-ne6166s018j9-161f
"Placa de Vídeo Palit NVIDIA GeForce RTX 3060 Dual, LHR, 12GB, GDDR6, DLSS, Ray Tracing, NE63060019K9-190A",2499.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17611/placa-de-video-palit-nvidia-geforce-rtx-3060-dual-12gb-gddr6-192bit-ne63060019k9-190ad
"Placa de Vídeo Gainward NVIDIA GeForce RTX 3060 Ghost, LHR, 12GB, GDDR6, DLSS, Ray Tracing, NE63060019K9-",2499.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17093/placa-de-video-gainward-geforce-rtx-3060-ghost-12gb-gddr6-192bit-ne63060019k9-190au
"Placa de Vídeo AFox GeForce GT 730, 2GB, DDR3, 128bit, AF730-2048D3L6",418.99,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17040/placa-de-video-afox-geforce-gt-730-2gb-ddr3-128bit-af730-2048d3l6
"Placa de Vídeo AFox GeForce G210, 1GB, DDR3, 64bit, AF210-1024D3L5-V2",208.99,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/17042/placa-de-video-afox-geforce-g210-1gb-ddr3-64bit-af210-1024d3l5-v2
"Placa de Vídeo Asus, TUF Gaming GeForce, GTX 1650 Super OC Dual, 4GB, GDDR6, 128Bit, TUF-GTX1650S-O4G-GAM",1449.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/14362/placa-de-video-asus-tuf-gaming-geforce-gtx-1650-super-oc-dual-4gb-gddr6-128bit-tuf-gtx1650s-o4g-gaming
"Placa de Vídeo Galax NVIDIA GeForce GTX 1660 Ti (1-Click OC) Dual, 6GB GDDR6, 192Bit, 60IRL7DSY91C",1599.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/10637/placa-de-video-galax-geforce-gtx-1660-ti-oc-6gb-60irl7dsy91c-gddr6-pci-exp
"Placa de Vídeo Colorful GeForce GT 1030, 2GB, GDDR5, 64Bit, GT1030 2G V3-V",499.0,2022-10-25,https://www.terabyteshop.com.br/hardware/placas-de-video/nvidia-geforce,https://www.terabyteshop.com.br/produto/12800/placa-de-video-colorful-geforce-gt-1030-2g-v3-v-2gb-gddr5-64bit
